en_text,jp_text,google_translated,score,semantic_score
There's joy in supporting one another as you live,"{\fad(200,200)}{\alpha&HC0&\t(0,1260,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(1260,4260,1,\alpha&HB0&)}互いを{\fad(200,200)}{\alpha&HC0&\t(1260,2900,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(2900,5900,1,\alpha&HB0&)}受け止めて {\fad(200,200)}{\alpha&HC0&\t(2900,3920,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(3920,6920,1,\alpha&HB0&)}生きる{\fad(200,200)}{\alpha&HC0&\t(3920,5340,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(5340,8340,1,\alpha&HB0&)}喜びに{\fad(200,200)}{\alpha&HC0&\t(5340,5340,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(5340,8340,1,\alpha&HB0&)}",each other   Received   Live,0.07692307692307693,0.37664688
tto,"{\fad(200,200)}{\alpha&HC0&\t(0,800,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(800,3800,1,\alpha&HB0&)}きっと {\fad(200,200)}{\alpha&HC0&\t(800,1740,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(1740,4740,1,\alpha&HB0&)}きっと{\fad(200,200)}{\alpha&HC0&\t(1740,4320,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(4320,7320,1,\alpha&HB0&)}二人{\fad(200,200)}{\alpha&HC0&\t(4320,6420,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(6420,9420,1,\alpha&HB0&)}目覚める{\fad(200,200)}{\alpha&HC0&\t(6420,9220,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(9220,12220,1,\alpha&HB0&)}よ",surely   surely   2 people   Wake up,0.0,0.065464996
I found you,"{\fad(200,200)}{\alpha&HC0&\t(0,680,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(680,3680,1,\alpha&HB0&)}迷い{\fad(200,200)}{\alpha&HC0&\t(680,1680,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(1680,4680,1,\alpha&HB0&)}ながら{\fad(200,200)}{\alpha&HC0&\t(1680,2300,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(2300,5300,1,\alpha&HB0&)}も{\fad(200,200)}{\alpha&HC0&\t(2300,3720,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(3720,6720,1,\alpha&HB0&)}君を{\fad(200,200)}{\alpha&HC0&\t(3720,5700,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(5700,8700,1,\alpha&HB0&)}見つけた{\fad(200,200)}{\alpha&HC0&\t(5700,8860,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(8860,11860,1,\alpha&HB0&)}よ{\fad(200,200)}{\alpha&HC0&\t(8860,8860,1,\1a&H00\2a&H00\3a&H00\4a&H00\t(8860,11860,1,\alpha&HB0&)}",Lost     also     I found,0.4,0.5114732
Senpai!,先輩,upperclassman,0.0,0.16690765
Ai-chan!,愛ちゃん,Ai-chan,0.5,0.9280096
I know.,わかってる,I know,0.6666666666666666,0.92224085
Be careful!,気をつけて,Be careful,0.6666666666666666,0.87001735
What are you taking your eyes off of it for?,一応　対妖夢用に特別に強化してあるものなのですが,It is something specially enhanced for the dream for the dream,0.1176470588235294,0.39182568
Sweet Potato!,焼き芋,Baked sweet potato,0.5,0.772077
And yet you seem to be enjoying yourself.,打つ手なしですかね,Do you have a hand to hit?,0.13333333333333333,0.0898653
"Oh, good.",それはよかった,That's good,0.16666666666666666,0.5185274
I won't let you do as you please.,お前も　あなたの好きにはさせない,Don't let your favorite you like,0.3333333333333333,0.43425125
Refraction of light.,光の屈折です,It is refraction of light,0.5,0.8736764
With the Spirit Hunter Association's backing?,異界士協会の力を借りて？,Borrow the power of the interworld association?,0.25,0.44353732
Ayaka-san!,彩華さん,Mr. Ayaka,0.0,0.6313169
Izumi-san!,泉さん,Fountain,0.0,0.18016745
"Shrink the cage as fast as you can,",このまま一気に檻を収縮させろ,Let's shrink the cage at once as it is,0.2857142857142857,0.85447013
Got it.,わかったわ,I got it,0.5,0.69769
Aren't dreamshades supposed to be weaker during a lull?,今の妖夢　普通ならA級異界士でも苦戦する相手だ,It is a partner to struggle with the A class 異 界,0.1,0.06783668
Sweet Potato.,ありがとう,Thank you,0.0,0.19051737
Izumi-neesama?,でも　どうして秋人が妖夢化を？,But why Akians do you dream?,0.125,0.10212695
I wonder how Akihito's shade half took over.,私が,I,0.1,0.059302352
Ayaka-san told me while he was passed out that his human half had also grown extremely weak.,人間の部分も極端に弱ってるって,The human part is also extremely weak,0.19047619047619047,0.48524508
It must've become even weaker than his impaired shade half.,人間の部分がさらに弱くなったせいで,Because the human part becomes even weaker,0.1176470588235294,0.40335217
"And as a result, his shade half\Nended up taking over?",先輩が倒れた時　彩華さんが言っていました,"When senior failed, Ayaka said",0.05882352941176471,0.16518663
Yes.,はい,Yes,0.5,0.83685565
That would explain why he wasn't as strong as usual back there.,以前に比べて弱かったのね,It was weak compared to before,0.05555555555555555,0.5363433
So he escaped instead.,だから　さっき妖夢化した秋人君は,So you're just a young autumn,0.09090909090909093,0.13084683
I'm sorry!,それで逃げた,I ran away,0.16666666666666666,0.21436955
"""No. 135""?",ナンバー…135？,Number ... 135?,0.25,0.7173349
Final Score: 83%,寸評83点,Shipping 83 points,0.14285714285714285,0.42259002
"""She clearly possesses that special something unique to bespectacled beauties,",メガネ美少女特有の何かを内包した神秘性はありつつも,The mysterious mystery that contains something unique to the Glasses Beautiful Girl,0.21052631578947367,0.4873794
"but her expression's too forced and unnatural.""",表情は作りすぎており　自然さに欠ける,Expression is too much and lacking in nature,0.2,0.5407214
H-He's a pervert!,不愉快です,It's uncomfortable,0.14285714285714285,0.16629592
It's depressing to see one of the rare half-shades turn out to be like this.,これが世界でもレアな半妖の正体とは悲しすぎるわね,This is too sad to be a rare half-oriented body in the world,0.20833333333333331,0.48653173
I don't think someone who breaks into apartments should be passing judgment on others.,勝手に家捜ししておいて　変態呼ばわりはどうかと思うぞ,I'm looking for a house for myself and I think that there is a transformation call,0.07142857142857142,0.21593481
But this is too much!,ですけどこれは,But this is,0.5,0.55051446
I'll set up something to alert us\Nif someone comes in here.,一応　誰か来たらわかるようにはしておく,As soon as someone comes,0.13333333333333333,0.43267968
What?!,なに,what,0.3333333333333333,0.6078157
Another dreamshade?,また別の妖夢？,Another oyster?,0.5,0.32724696
Okay.,いるかもしれない,Maybe,0.0,0.22138137
"Stay back, Mitsuki.",美月は下がっていろ,Mitsuki falls down,0.14285714285714285,0.6313112
Did you really think I'd say that?,わかったって答えると思う？,Do you think that you know?,0.3636363636363637,0.45759258
I'll run away if I think I'm in danger.,危険を感じたらちゃんと逃げるわ,"If you feel danger, you will run away properly",0.26666666666666666,0.83338344
"That aside, what are you gonna do\Nif we have to fight him?",それより　もし戦うことになったらどうするの,What if you would like to fight more than that,0.25,0.532051
I'm sure Akkey's prepared for it as well.,アッキーだって覚悟しているはずだ,It should be prepared for Aquie,0.21428571428571427,0.39424375
But didn't Akihito's mother\Ntell him to be wary of the lull?,でも　秋人のお母さん言ってたわよね,But I said the mother of autumn,0.16666666666666666,0.33544222
"If you fight and hurt him like you have before,",前のように秋人を傷つけたら,If you hurt the autumn as before,0.3076923076923077,0.37765795
he might...,秋人は…,Autumn is ...,0.2,0.24303494
What on earth is this?,なんですか　これ,What is this,0.5,0.5642857
Probably.,アッキーか,Mice,0.0,0.12783897
Is he still around here?,まだ近くに？,Is it still near?,0.375,0.51363766
"You don't have to do this,\Nnor are you obligated to,",あの　先輩 探さなくていいんですか,Do you have to find that senior,0.3076923076923077,0.28050655
"but it's the best course of action,\Nso I'll say it anyway.",でも　それが一番いいと思うから言うの,But because I think that is the best,0.21052631578947367,0.46879593
kill Akihito-kun as soon as you find him.,秋人君を発見次第　殺しなさい,Kill the fall as soon as it is discovered,0.2307692307692308,0.37270808
Y-Yes?,未来,future,0.0,0.23126309
How long are you gonna be in there?,いつまで入ってるの,I have been in,0.07692307692307693,0.48690522
The lull has disrupted the balance between Akihito-kun's human and shade halves.,秋人君の中の人間と妖夢のバランスが完全に狂ってしまった,The balance between humans and youmuumes in the autumn people is completely crazy,0.19047619047619047,0.32423058
"If he can't recover before lull's end,",そうなったら,If,0.1,0.23948748
it's likely his dominating shade half,秋人君は半妖でも人間でもなく,Autumn is not half or young,0.08333333333333333,0.27645808
"Akihito-kun will be loathed\Nnot as a half-shade or a human,",妖夢として忌み嫌われ続けることになる,I will continue to be disliked as a youkuume,0.26666666666666666,0.32707098
"Of course, I'm just hypothesizing.",もちろん全て憶測よ,Of course all speculation,0.2,0.5193092
We can't be sure it'll happen.,必ずそうなるとは限らない,It does not always be,0.16666666666666666,0.11046263
You must act now or not at all.,でも　もし今言ったとおりになったら,But if you say now,0.16666666666666666,0.36775553
"During this lull, he can be killed.",誰もどうすることもできない,No one can do anything,0.07692307692307693,0.2070595
She finally speaks.,やっとちゃんと喋った,Finally I was talking properly,0.125,0.29021415
No.,いいえ,No,0.5,0.8128344
Why is it so strange that I'm not hungry?,なんで…なんで私がお腹空いてないと変なんですか,Why is it strange that I'm not hungry?,0.9090909090909092,0.9934543
Don't cry.,泣かないで,do not Cry,0.4,0.81063026
Only a little sister can barge into\Nsomeone else's room and say that.,勝手に入ってきて そんなこと言えるのは妹の特権だな,It is a sister's privileges that can be said that it comes into a selfishness,0.2272727272727273,0.5230081
About what?,何が？,what?,0.6666666666666666,0.547266
About what Izumi-neesama said.,泉姉さまが言ってたこと,What Izumi sister said,0.2857142857142857,0.74291843
Then why don't you do it?,だったら兄貴がやればいいでしょう,"If it is, my brother should do",0.15384615384615385,0.24012882
"But even in the midst of this lull,",だが　凪の最中とはいえ,But in the middle of the luggage,0.3636363636363637,0.3673477
is Kuriyama Mirai.,栗山未来が適任だ,Kuriyama future is suitable,0.3333333333333333,0.627134
What?,それよりも？,More than that?,0.2,0.21797399
I'm counting on you.,頼んだぞ,I asked,0.14285714285714285,0.14435287
Yet another report?,また報告？,Report?,0.5,0.67740595
Yes. The Nase family has gotten too powerful for its own good.,ええ　名瀬家も大きくなりすぎたわね,Yes Nase family also got too big,0.25,0.71661264
Go to bed already.,早く寝なさい,Go to bed early,0.5,0.7775938
I met Fujima Miroku.,藤真弥勒と会ったよ,I met Maoji Fuji,0.2857142857142857,0.71979034
What are you using Kuriyama Mirai for?!,栗山未来を使って　何をするつもりだ,I'm going to do anything using the future of Kuriyama,0.1111111111111111,0.6104971
"I didn't want to believe it at first,",最初は信じてなかったが,I did not believe in first,0.3333333333333333,0.72590214
but I was convinced once I saw how you interacted with her.,彼女への接し方を見て考えが変わった,I saw the way of touching her and the idea has changed,0.15,0.49573648
"I have my doubts about\Nhis transformation, too.",原因が見当たらない,I can not find the cause,0.07142857142857142,0.048715234
I don't see why his human side would weaken so drastically...,なぜ人間の部分が極端に弱ったのか,Why did the human part weakened extremely,0.1111111111111111,0.6074443
unless you used a frozen barrier to do it.,泉姉さんが凍結界でアッキーの人間の部分を弱らせたからじゃないのか,Isn't it because Izumi sister weakens the human part of Acrkey in the frozen world,0.08695652173913042,0.28166738
Be careful.,気をつけなさい,Be careful,0.6666666666666666,0.9208295
The Spirit Hunter Association's busy plotting the Nase family's downfall.,異界士協会は名瀬家の失墜を企てているのよ,The interlock association is complying with the fall of Narase,0.1111111111111111,0.28485104
It's better than being alone.,やれやれ　やっと面白くなってきましたね,It's finally funny,0.2222222222222222,0.16937518
What happened?,何があったの？,What happened?,1.0,1.0000001
Sakura...,そっちの方が私も…,I also have me ...,0.16666666666666666,0.19493166
Kuriyama-san.,桜,Cherry blossoms,0.0,0.23923767
Take a look behind you.,後ろを見てみろ,Look at the back,0.1111111111111111,0.5725274
"Part of the dreamshade we call ""the one beyond the horizon.""",境界の彼方 という妖夢の一部らしい,It seems to be part of the youth of the boundary,0.16666666666666666,0.2884621
"""Beyond the horizon""?",境界の…彼方,Beyond the Boundary,0.2857142857142857,0.5541529
Don't kill Akkey.,アッキーを殺すな,Don't kill Aucky,0.5,0.5849273
I want you to contact me once you find him.,見つけたら俺に連絡してほしい,I want you to contact me if you find it,0.5833333333333334,0.6154974
"Kuriyama-san, you...",栗山さん 君は…,Mr. Kuriyama is ...,0.14285714285714285,0.73792076
What do you think Senpai said when I first met him here?,ここで初めて先輩と会った時 先輩なんて言ったと思います？,"When I first met my senior here, I think that I said seniors?",0.4444444444444444,0.313673
"Basically, I love glasses!",要するにメガネが大好きです,I love glasses in,0.42857142857142855,0.8116079
why a dreamshade would say such things.,こんなことが待っているんだったら,If such a thing is waiting,0.16666666666666666,0.1086994
It's like I'm being bullied.,アッキーらしいな,I like it,0.375,0.11795144
Maybe I really am...,私　本当に 呪われているのかもしれません,I may be cursed really cursed,0.25,0.22354165
There's no doubt that Izumi-neesan is\Ntrying to get Kuriyama Mirai to kill Akkey.,泉姉さんが栗山未来にアッキーを殺させようとしているのは間違いない,There is no doubt that Izumi sister is trying to kill Acrkey in the future of Kuriyama,0.3043478260869565,0.7255832
But why?,だが　理由はなんだ,But what is the reason,0.14285714285714285,0.64491457
Does the Nase family stand to gain something from his death?,アッキーを殺すことで名瀬家に何か利益があるのか,Do you have any benefit to Neze family by killing Acrkey,0.09523809523809523,0.40290463
The elimination of an immortal half-shade?,不死身の半妖の排除？,Exclusion of unmatched half or exercise?,0.16666666666666666,0.27999902
"No, there would be no need to\Ngo to such lengths just for that.",いや　それだけでこんな複雑な事をする必要は…,"No, it is only necessary to make such a complicated thing ...",0.17391304347826084,0.55576456
That phenomenon!,あの現象,That phenomenon,0.6666666666666666,0.8316597
Only part of it has shown up so far.,境界の彼方はその一部しか出現していない,Boundary of the boundary has only appeared in part,0.2857142857142857,0.3122218
That means the rest of it\Nhas to exist somewhere else!,ということは　残りがどこかに存在しているということだ,That means that the rest is somewhere,0.4166666666666667,0.7143747
It's terrifyingly and overwhelmingly powerful.,それは恐ろしく強力で 圧倒的な力を持っている,It has a strong strong and overwhelming power,0.16666666666666666,0.7088342
"The strongest dreamshade, which\N\hcould lead the world to ruin...",世界を破滅に導く最強の妖夢,Strongest Youmuu Leading the World,0.25,0.46850115
If such a thing really does exist...,そんなやつは　あいつしかいない,Such a guy is not good,0.16666666666666666,0.08731162
it can only be him!,それが存在しているとしたら,If it is present,0.1111111111111111,0.21563919
houses the dreamshade referred to as,今日は虚ろな影の妖夢石を回収させてもらうだけですから,Today is a hue because it is possible to collect the Yuma Snow,0.125,0.049783897
Akkey...,アッキー,Mickey,0.0,0.16725911
So it was here after all.,やっぱりここにありましたか,After all it was here,0.7142857142857143,0.84116524
You bastard!,貴様,you,0.3333333333333333,0.37736526
Hello?,もしもし,Hello,0.5,0.87478805
Where are you right now?,今　どこにいる,Where are you now,0.6666666666666666,0.73735553
Right in front of Senpai.,先輩の前にいます,I am in front of my senior,0.3,0.4050573
"That's been your goal all along, hasn't it?",最初からそれが目的だったんだな,It was the purpose from the beginning,0.05882352941176471,0.19893415
Hey! Hello?,おい　もしもし,Hey,0.25,0.6902913
Do I look like a normal person to you?,僕は　普通の人間に見えるかな,I wonder if I can see a normal human,0.2,0.56651145
Kill him.,殺しなさい,Kill,0.3333333333333333,0.66082805
So...,だから　生きろ,So live,0.3333333333333333,0.30968788
Tearing the silence to shreds,"{\blur2\c&H7EEBE2&\t(200,200,1,\c&HBA8B45&)\t(400,400,1,\c&H88E463&)\t(600,600,1,\c&HB864E8&)\t(800,800,1,\c&HFFFFFF&)\fad(0,400)}静寂さを切り裂くよう　訪れたのは",I visited to tear the silence,0.375,0.6509096
For us to cross paths,"{\blur2\c&H7EEBE2&\t(200,200,1,\c&HBA8B45&)\t(400,400,1,\c&H88E463&)\t(600,600,1,\c&HB864E8&)\t(800,800,1,\c&HFFFFFF&)\fad(0,400)}必然としての邂逅 僕らのために",For us for us,0.4,0.48867947
Clad in anguish,"{\blur2\fad(400,400)\c&HCBE3E8&}誰かの生命に溶ける花",Someone melting in life,0.16666666666666666,0.3261697
Urei wo matotte,"{\blur2\c&H7EEBE2&\t(200,200,1,\c&HBA8B45&)\t(400,400,1,\c&H88E463&)\t(600,600,1,\c&HB864E8&)\t(800,800,1,\c&HFFFFFF&)\fad(0,400)}映るキミはそう",{\ blur2 \ c & h7eebe2 & \ t  \ t  \ t  \ T  \ FAD Yo Yukimi is so,0.0,0.10811951
Blossoming beautifully,"{\blur2\c&HDBC7A6&\t(1100,1100,1,\c&HDDD2E4&)\fad(0,400)\t(2820,2820,1,\c&HFFFFFF&)}憂いを纏って   美しく咲いた",Beautifully bloomed with ugly,0.2,0.64486337
Can you see it too?,"{\bulr2\fad(400,400)}ねえ　君にも見えるだろう きっと",You will see you too much,0.375,0.39116606
Let's paint over all the mistakes we've made,"{\b1\fad(400,400)\t(0,2000,1,\c&HE57838&)\t(2000,4000,1,\c&HF2DB42&)\t(4000,5000,1,\c&HFFFFFF&)}重ねた過ち　塗り替えよう",Let's repeat the overlapping,0.25,0.26649126
Kako to wa chigau asu wo,"{\b1\fad(400,400)\t(0,2000,1,\c&HE57838&)\t(2000,4000,1,\c&HF2DB42&)\t(4000,5000,1,\c&HFFFFFF&)}何度でもいいさ　繰り返していく スタートライン",Many timesStart line to repeat,0.1,0.034613658
For the sake of a fresh future,"{\bulr2\fad(400,400)}過去とは違う明日を",Tomorrow different from the past,0.09090909090909093,0.28798592
Futari dake no kibou egaku Start Line,"{\bulr2\fad(400,400)}二人だけの希望を描く スタートライン",Start line drawing only two people,0.18181818181818185,0.3670405
I never say goodbye,"{\bulr2\fad(400,400)}I never say goodbye",i Never Say Goodbye,1.0,1.0000001
My name is Nase Izumi.,名瀬泉と申します,My name,0.3333333333333333,0.5059636
I'm calling with some news for you.,あなたに知らせたいことがあって 電話しました,I called you what I wanted to inform you,0.14285714285714285,0.44646364
two weeks ago.,二週間ほど前に,About two weeks ago,0.6,0.87195355
