en_text,jp_text,google_translated,score
Idiot!,バツ力ねえ,Batsuke,0.0
I no longer need the little ones.,その子たちは必要ななつたのよ,The children are needed,0.09090909090909091
how strong I've become!,モスキ一卜娘 こんなに強くなったんで曹もの!,Mosuki's Daughter That's why I got so strong!,0.23076923076923078
Can't your punches kill a little mosquito?,そんなパンチじゃ 蚊も殺せないわよ ! 一,I can't kill mosquitoes with such punch!,0.2
I think I'll have your head next!,次 は頭捕つ 亡あげる !,Next I'm getting caught!,0.2727272727272727
Hold on!,ちよつと待つた!,I waited for a while!,0.125
Please tell me your name!,ジ工 ノ ス ぜひ名前を教え亡ほしい!,Jerder noises and taught and loud!,0.09090909090909091
I'd like to be your disciple.,ジ工 ノス 弟子にし亡いただきたい,I would like to get lost to Jerk Nos Disciples,0.21428571428571427
You actually came?,マジで来やがつた一,Seriously came,0.2
"It's ""Genos,"" Master Saitama.",ジ工 ノスで萱 サイ夕マ先生,Sai Sai Tujima,0.0
"Can you start by not calling me ""master""?",その先生つていうの やめてもらえる?,Can you stop saying that teacher?,0.2
"Yes, my body is mostly mechanical. As long as there are parts, repairs are quick.",はい 身体の大部分は機械なので,Because most of Yes Body is a machine,0.15
"Yes, I'm bald! What's your problem?!",ハゲ亡んだよ! 何なんだ テメ一は!?,It's a hey! What is it?,0.26666666666666666
You'll listen to my problems?,俺で曹力ヽ? 俺の話を聞いてくれるんで曹力ヽ?,I'm Cae's power?,0.08333333333333333
"No thanks, I'm good.",いや いい 大丈夫,No good,0.2857142857142857
"Actually, four years ago, when I was fifteen, I was still completely human.",実は4年前 俺はー5の頃まで 生身の人間でした,Actually 4 years ago I was a lively person until 5,0.2631578947368421
Did you hear what I just said?,人の話を聞かない奴だな,It's a guy who does not listen to people,0.0
"Although we had to pinch pennies,",こんなしみつたれた世の中でも,Even in this world,0.0
my family and I lived a peaceful and fairly happy life.,家族と共に 平穏に まあまあ 幸せな毎日を送っていました一,I was sending a happy daily life with my family,0.4
"But, one day, a crazy cyborg went out of control and attacked our town.",し力ヽし ある日 暴走し 頭のイ力れたサイボ一グが一,One day of the day and the head of the head is one of the hard-to-head,0.2
He destroyed everything in sight.,奴は全てを 破壊し尽くしていきました一,The guy has destroyed everything,0.2222222222222222
"Parks, schools, buildings, my house...",公園 学校 ビ丿し群 俺の家一,Park School Boiled Group My House,0.18181818181818182
He even took my family's lives.,そし亡… 俺の家族の命までも…一,And ... to my family's life ...,0.25
"Miraculously, I survived, but being only a weak fifteen-year-old,",奇跡的に生き残った俺は 当時まだー5歳で弱く一,I survived miraculously I am still weak at the age of 5,0.23529411764705882
I was left stranded at wit's end in a ruined town.,廃墟の田でたった独り 力尽きる寸前でした一,It was just before I was alone in the ruined rice field,0.2
That's when Doctor Kuseno happened to pass through.,そこに偶然通りか力ヽったのが クセ一ノ博士一,"If you accidentally hit the street or power, Dr. Kuseno",0.05
"Doctor Kuseno, a scientist for justice, was on a mission to stop the destruction caused by the rampaging cyborg.",クセ一ノ博士は 田〕を顛った 暴走サイボ一グの凶行を止めるため一,Dr. Kasei Uno is one to stop the victory of the power of Tanada.,0.14285714285714285
I asked Doctor Kuseno to perform body modification surgery on me.,そこで俺がクセ一ノ博士に頼み込み 身体改造手術をしてもらったんで曹一,So I asked Dr. Kase Nono to ask for a physical remodeling surgery.,0.23809523809523808
That's how I was reborn as a cyborg who fights for justice.,そし亡俺は正義のサイボ一グとし亡 生まれ変わり一,I'm justice of the Cyboogue of Justice,0.1111111111111111
I promised Doctor Kuseno that one day I would terminate the evil cyborg.,いつ力ヽ あの暴走サイボ一グを 破壊曹ることを一,When the power of the power of the power of that runaway Cybody,0.1111111111111111
I'm now nineteen and I've been wandering from town to town eliminating evil.,ー9歳になつた俺は 悪を排除しながら,-I 9 years old I exclude evil,0.10526315789473684
I've destroyed too many monsters and criminal organizations to count.,これまで倒した怪物や 悪の組織は数知れず,The monsters and evil organizations defeated so far are numerous,0.15789473684210525
But I have not found any clues that would lead me to the crazy cyborg,し力ヽし 例の暴走サイボ一グにつながる 手掛力ヽりは全<つ力ヽめず,"The hand leader to the runaway Cyboogue of the example, the hand is full.",0.08
and have been feeling increasingly frustrated and restless.,苛立ちと焦りの日々を 過ごし亡いました,I spent my frustration and the day of the impellent,0.0625
I find myself chasing an image of that cyborg whenever I square off against my enemies.,いつ力ヽら力ヽ 俺は 暴走サイボ一グの虚像を追いガけ亡,When power ヽ ヽ ヽ 追 追,0.0
"I was convinced I could not lose to anything but the crazy cyborg,",もはや あの暴走サイボ一 グ以外には 負けるわけ力ヽないと思い込み一,I think that it is not possible to lose otherwise other than that runaway Cybo,0.17391304347826086
so I neglected to analyze the data on my opponent and rushed to confront her.,敵のデ一夕分析もせずに ただ正面力ヽら攻撃を開始していました一,It was just a frontal strength attack without an enemies of the enemy Date.,0.07142857142857142
"If you, Master Saitama, had not been in the area,",サイ夕マ先生が たまたま通りか力ヽらな力ヽつたら一,Sada Ma Sensei Toma Power Sometimes,0.0
"My life, that Doctor Kuseno saved before,",クセ一ノ博士に 一度救われたこの命一,This life was saved once to Dr. Kuseo,0.14285714285714285
"has now been saved again by you, Master Saitama.",サイ夕マ先生に 再び救済されたことによって一,It is one by remedies again to Sadao,0.11764705882352941
I feel the weight of that responsibility.,さらに重く 責任の増したものになりました一,It became a more important responsibility,0.07692307692307693
"And to do that, I must continue fighting evil as a righteous cyborg until he appears before me one day.",そのためには 再び奴が俺の前に現れるまで一,"To that end, the guy again is one before me",0.2222222222222222
I knew I had to study under you as your disciple.,_ もと 俺は」の人の下で 学ふし力ヽないと思いました一,"I thought that I would not have a school power ヽ under the people of """,0.08333333333333333
"If only I could be as strong as you, Master Saitama!",俺もこれほど強くなれたら… サイタマ先生一,If I can get so strong ... Saitama teacher,0.23529411764705882
I have an old enemy to defeat.,俺には倒さなければならない 宿敵力ヾいるんで曹 ! 一,I have to be defeated by me.,0.3333333333333333
Mosquito Lady was defeated?,ジ一ナス博士 モスキ一卜娘が敗北しただと一,Dr. Nasu Doctor Mosuki Daughter Defeated,0.1
"With one punch, you say?",それも一撃で…,That is also a blow ...,0.0
"We shall study his physiology, by force if necessary.",無理矢理にでも 彼の体を調ベさせてもらおう一,"Even if you make himself in force, let me know his body",0.2
"Send a messenger and invite him here,",使者を送つ亡 彼を招待しろ一,Send the messenger Invited him,0.3
"to our ""House of Evolution.""",我々の 『進化の家』 にね,"Our ""Evolution House""",0.625
"Master, here's the short version:",ジ工ノス先生 まとまりました,Mr. Jechano Nos,0.0
Please teach me how to become strong like you.,先生のように強くなる方法 教え亡ください,How to get stronger like a teacher Teach me,0.35714285714285715
"Do you mean that? i'm twenty-five now, but i was twenty-two the summer i started training.",俺は今25だけど 卜レ一二ングを 始めたのは22の夏だつた一,I'm now 25 but I started to do a twelve of 22 summer,0.2916666666666667
Can you handle it?,だが辛いぞ ついてこれる力`…,But it's hard to follow the power `...,0.07142857142857142
Object approaching at high speed! It's arrived!,高速接近反応・・・ 来る !,Fast approaching reaction ... coming!,0.15384615384615385
My name is...,力マキユリ一ケ一ケケケ 俺の名は… え!?,Power Maki Lily One Keikuke My name is ...!?,0.36363636363636365
Pay for my ceiling!,サイ夕マ天井 弁償しろ,Sadao Mae Ceiese compensation,0.0
What? Wasn't he one of our stronger guys?,力工丿し男え あいつ 結構 強いほうじやな力`つたつけ ?,Powerful man-Eye Aya Atsuka Honora Power `Total?,0.05555555555555555
"It would appear you're in what they call a ""tight spot.""",手も足も出ないとは 正にこのことだな,It is positively that the hand is not too feet,0.043478260869565216
It complicates things if they put up a fight.,グランドドラゴン 暴れられるのも面倒だしな…,Grand Dragon is also troublesome ...,0.0
I am the pinnacle of the House of Evolution's scientific development.,われ 我ハ 『進化ノ家』 ノ 英知ノ結晶一,"I'm Hi ""Evolution Noma"" No British Anno Crystal",0.1
I am Armored Gorilla.,ア一マ一 ドゴリラ ! 一,A Maichi Dogorilla!,0.0
Your attacks have no effect.,オ前ノ攻撃ナ ド効力ヌ,Offo attack nad effect,0.1111111111111111
"The ""House of Evolution""?",進化の家だと ? 一,Is it an evolutionary house?,0.18181818181818182
What does it want with my master?,それが先生に何の用だ ?,What is it for the teacher?,0.25
It is none of your business.,ア一マ一ドゴリラ オ前二ハ関係ナイ事ダ一,A Ma one-day Gorilla Oppo 2 Ha Reki Nay Did,0.0
And it is our rule that any who oppose us be eliminated without fail.,ソシテ 刃向ッタ者ハ必ズ消スノガ 我ラノ決マリ…一,Socith Izumi Tsutta Huzu Suna Snow Snow Lano Right Mary ...,0.0
"but at the same time, it's nice and warm.",暖力`さもあつ亡気持ちいいんだな一,I feel warm power.,0.13333333333333333
I'm sleepy. Could you get lost?,眠<なつてきた力ヽら 放つといて<れ,Sleeping <ヽ ヽ ヽ ヽ ヽ ヽ,0.0
I see I need to teach you your place.,これは 立場を 分力ヽらせる必要力ヾあるようだ,This seems to have a part of the position,0.058823529411764705
I'm gonna slice your eyes out with these!,いい力`? これで貴様の両目を演萱 ! _,Good power `? Now you can play your eyes! _,0.15
Then we'll see if you resist!,抵抗出来ぬようにな !,Do not resist it!,0.18181818181818182
The Beast King never lets anyone off easy.,獣王はい力ヽなる相手でも 決し亡手は抜力ヽぬのだ,Beast Keo is also a person who is a powerful or wrong,0.05555555555555555
"Well, enough fooling around.",ま 冗談はさておき,Please joke.,0.125
"If you wanna apologize, now's your chance.",お前ら 謝るなら今のうちだぞ一,"If you apologize, it's now",0.5
You guys smashed my ceiling!,人んちの天井 壊しやがつ亡よ,Ceiling breaking of people,0.1111111111111111
Then behold the true power of the Beast—,ならば この獣王の力,"If so, the power of this Beast King",0.23076923076923078
I got dirt in my special place.,変なとこ土入つちゃつ亡るよ,A strange cousin is dead,0.0
"Hey, are you listening?",おい 聞い亡るの力`?,Hearing the power of death `?,0.08333333333333333
Let me just shake this out.,サイ夕マ今 土払つ亡る力`ら待つ亡,Sadao Motoya Now Tips Due Power,0.0
"Outta the way, pissants!",獣王 邪麿だ 軟弱 ども! !,The wolf weakness!,0.25
Such is the law of the jungle!,ぐはは 弱肉強食 ! 一,Turely weak meat fox!,0.09090909090909091
Normal Punches.,普通のパンチ一,Ordinary Punch 1,0.0
N-No one told me he'd be like that!,グランドドラゴン あ あんなの聞いてない ! 一,Grand Dragon Oh I have not heard such a thing!,0.05
We should retreat for now and regroup...,ここは退散して 仕切り直しだ…一,This is retired and partitioned ...,0.16666666666666666
Answer the question or be eliminated.,ジェノス質問に答える力ヽ このまま消滅曹る力ヽ,Power to answer Genos questions,0.09090909090909091
It is you who will be eliminated.,ア一マ一ドゴリラ 消滅スルノハ オ前ダ,A Ma one-door gorilla disappears Surnohao,0.0
"You fool. i am the third most powerful fighter in the ""house of evolution.""",我ノ実力ハ 進化ノ家デハ ナンバ一 3,My Lataphero Nosta Deha Namba 1 3,0.0
You will be destroyed.,破壊サレルガイイ,Destruction Salergay,0.0
Is this who you mean?,それ コイツじやね?,Is it Koito?,0.25
Apparently so.,だそうだ,It seems,0.0
What the hell? What happened to your robot voice?,サイ夕マ何だ お前 さつきまで 片言だったじゃね一力ヽ,Sada Me what I was a single strike until I'm sorry.,0.05
What do you mean? The hit team was wiped out?,男性ーそれは どういうことだ? 男性2刺客が全滅だと?,Men ー What does it mean? Male 2 is annihilated?,0.15789473684210525
How did this happen?,男性3なぜ こうなつた? 男性4いや 結論を急ぐな,Male 3 Why don't you like men 4 and scores,0.0
Verify the report immediately! it may be a mistake.,男性2何力ヽの間違い力ヽもしれん! 男性5確認を急げ!,Male 2 How many powers ヽ ヽ 力 力 力 力!,0.05555555555555555
Next week's story will be about my birthplace.,来週は 私の生まれ故郷でのお話一,Next week is my birthday story,0.3333333333333333
I was born— what?! time's up already?!,私が生まれたの… え一 もうお時間?一,I was born ... Eh I already time?,0.38461538461538464
"""The Obsessive Scientist."" scientist, huh? i wonder who that could be.",…あら? 科学者って 一体誰のこと力ヽしら?,... Oh? Scientist is an integral part of anyone.,0.13043478260869565
