en_text,jp_text,google_translated,score,semantic_score
"as the goddess of wisdom and warfare,","義なる者たちの守護者を
我は招き奉(たてまつ)る","The guardian of the
I invites",0.18181818181818185,0.122654065
Enough... Stop this!,はあーっ！,Oh!,0.16666666666666666,0.1671323
That is what truly lies \Nbehind this Starless Night!,ああっ 何て執念…,What is the obsession ...,0.15384615384615385,0.121541604
"Godou, now!",（４人）ああっ！,Oh!,0.2,0.37159255
Got it.,思ったより遅かったぞ,It was late than I thought,0.125,0.13610122
Your Majesty...,（護堂）う…,...,0.3333333333333333,0.30299172
"Show me the proper path, for I am noble!","（護堂）あんたが
そうなった理由には同情する","Anti
I sympathize for the reason",0.21428571428571427,0.105868
"Shatter her back, pull out\Nher bones, her hair, her brains.",そろそろ あるべき所に戻ってくれ,Return to a place to take place soon,0.0,0.05880157
She won't give in!,（護堂）たあっ！,!,0.16666666666666666,0.27267036
This is bad! I won't make it!,闇の世界の女王でもある,It is also the queen of the dark world,0.13333333333333333,0.10479648
Godou... Kusanagi Godou.,"（アテナ）
ずいぶん 時間がかかったものだな
草薙護堂","It was a lot of time
Kusanagi House",0.09090909090909093,0.48859313
You took longer than anticipated.,忘れるな アテナ　お前は闇,Forgetting Athena You are dark,0.1,0.09741661
What's happening?,どういうことだ？,What does it mean?,0.2857142857142857,0.3645529
Vanish... Vanish!,（護堂）ハァ　うっ…,Huo ...,0.25,0.13930695
You are the darkness.,世界各地では―,All over the world-,0.125,0.028811868
Queen of the world of darkness.,"（キャスター）
世界同時皆既日食から
１カ月","From the same time everyone in the world
One month",0.15384615384615385,0.21593595
"She is the goddess of wisdom, after all.","まだ見ぬ世界各地の神々と
魔王たちが織りなす―","With the gods of all over the world that can not be seen yet
Demon Kings Weave-",0.13043478260869565,0.28436208
Godou-san!,いいかげんにして～！,Make it good!,0.2,0.20279537
Is he okay?,"（ナレーション）
草薙護堂はカンピオーネである",Kusanagido is Campione,0.16666666666666666,0.15123934
"It has been a month since the strange, worldwide eclipse.",終わらない物語である,It is a story that does not end,0.1111111111111111,0.12984234
