en_text,jp_text,google_translated,score
We tried to save Kuchiki.,６枚から３枚まで増減する。,Change from six to three.,0.2
"I couldn't do anything, but…","いちばん
でかい隙ができる…　だろ？","number one
You can do a huge gap ...?",0.0625
"Even so, I wanted to save Kuchiki.",次の高速移動への予備動作。,Preliminary behavior to the next high-speed movement.,0.13333333333333333
But…Kuchiki is my friend.,へっ。,.,0.2
I can't use my Kotenzanshun on her.,即座に把握し　戦いに利用する。,I immediately grasp and use it for battle.,0.2
Who are you--?,アンタ　戦いは誰かに習ったのかい？,Have you learned anyone anterfight?,0.2222222222222222
"At any rate, come in.",戦いの中で覚えたんだ。,I learned in the battle.,0.18181818181818182
How is he?,場数か。,Is the number?,0.3333333333333333
Tessai! Do you have\Na reishi injection tool?,目覚めはじめたってことか。,Won't you awaken?,0.16666666666666666
"Come to think of it, where's Abarai?",いいんじゃないの？　黒崎一護》,I think it's okay?Kurosaki's protection,0.2857142857142857
Thank you very much!,ご苦労様です　チャドさん。,Thank you very much.,0.6666666666666666
How about directly attacking the Bount\Ncontrolling the doll controlling Rukia?,あん？,sweet bean?,0.08333333333333333
That's right! Let's do that!\NA nice plan of mine.,"ああ。　一護は？
あそこだ。","Ah.What is your protection?
That's right.",0.23529411764705882
I can't attack humans.,聞きたいことがある。,I have something I want to hear.,0.18181818181818182
"You finally feel like doing it, huh?!",でも　気がついたら傷口はなくて。,"But if you notice it, there is no wound.",0.16666666666666666
"Deal with them, Rukia!","それでね　そのあと茶渡君と
黒崎君が来てくれたとき…。","So after that with Tea Private
When Kurosaki came ....",0.0625
I reject!,友達だと思ってた。,I thought it was a friend.,0.1111111111111111
Fools! Why do you think\Nthat I'm defenseless?!,"私も言ってて
よくわかんないんだけど→","I also say
I do not know well →",0.125
It's because she'll fight for me…\Nuntil she dies!,なんていうんだろう…。,How is it ....,0.07142857142857142
Who are you?,能力？,ability?,0.2
"Now then, I'll lay down a bit.","（茶渡）教えてくれ。
今更　隠しごとはなしだ。","Tell me .
It is no longer hidden now.",0.11764705882352941
Can I leave the rest to you?,"俺はそれが
月島の能力じゃないかと思ってる。","I
I think it is the ability of Tsukishima.",0.13333333333333333
"A Soul Reaper, huh?!\NSo what about it?!",何だ？　代行証が。,What?Representation.,0.15384615384615385
I've come to destroy the Bounts.,"ん？
困ってんだ。","Yeah?
I'm troubled.",0.16666666666666666
"Oh, is that so? Then try it!\NIf you can!","フン　いいじゃないか。
このぶんなら…。","It's not good.
This is ....",0.10526315789473684
Go! Rukia!,一護！,Ichigo!,0.25
A doll?,困る？,in trouble?,0.2
"This is that man's special ability,\Nhuh?!",だが　その刀に特殊能力はない。,But there is no special ability to that sword.,0.23529411764705882
No!,うお～っ！,Uo!,0.3333333333333333
What are you doing?! Go quickly!,何言ってんだよ　まだだろ。,What are you saying.,0.3
Inoue…do it!,いいんだよ！　続けてくれ。,it's fine!Continue to continue.,0.25
No way. What are you\Ntalking about Kuchiki?,"俺は　いつだって
こうしてきたんだ。","I always
It has been this way.",0.13333333333333333
at me!,"俺のフルブリングは
暴走なんかしてねえ！","My full bless
Runaway Something!",0.125
I can't!,続けろって言ってんだよ！,I say that I will continue!,0.25
Kuchiki also wishes for it.,それはない。,It is not.,0.25
No way…,いや　違う。,No difference.,0.25
Jeez! It's all right now!,"そんな段階は
とうに越えてんだよ。","Such stages
It's overly over.",0.16666666666666666
I've regained control!,"俺の能力は
今までに何度も変化してる！","My ability is
I have changed over and over again!",0.15384615384615385
Kuchiki… I'll put you to rest right now.,"自分のフルブリング本来の力を
見いだせてなかっただけだ。","Your full built strength
I just had to find it.",0.16666666666666666
I can go at any time!,"少なくとも俺の知る限り
そいつは月島の能力じゃねえ。","At least as much as I know
That is the ability of Tsukijima.",0.1111111111111111
"Orihime! Unfortunately,\Nthere is no other way.",それじゃ　井上は！,"Well, Inoue is!",0.25
Did she do it?,なかったと…　したら？,If it did not ... what?,0.3333333333333333
We are the power of Orihime's heart.,"井上織姫を斬ったのは
月島じゃないってことになる。","Inoue Orihime killed
It will not be Moon Island.",0.11764705882352941
We get stronger when Orihime's\Nfeelings become stronger.,（銀城）確かめたほうがいいな。,should be sure.,0.1
What is this light?!,月島！　何しにきやがった！？,Tsukishima!What did you do!?,0.3
Ritze!,待て　月島！,Wait a moonlight!,0.2
What is that power?,リルカは　いないのかい？,Is there no Lilka?,0.25
I will sing my piercing love to you.,"今日は　ジャッキーの能力について
説明するわよ。","Today about Jackie's Ability
I will explain.",0.2
"Strongly, at least till the very end.","ブーツを汚せば汚すほど
ジャッキーの蹴りは強くなるわ。","If you get dirty, the more you get dirty
Jackie kick is strong.",0.16666666666666666
"It's been a while since I've been to the\NHuman World, so I've got to go shopping.","だったら　よごれたままに
しとけばよくない？","If so, leave it
Is it not good?",0.13043478260869565
Let's hurry to Roppongi and Ginza!,ほら　見ろ！　ほら！　ほら！,See more!Here!Here!,0.09090909090909091
That's all right! We'll go to the stores\Nas soon as they open in the morning.,あのさ　そういうわけには…。,That's why something ....,0.14285714285714285
The Golden Illustrated Guide to\NSoul Reapers after these messages!!,"ちょ…　ちょっと！
床が抜けるって！","Cho ... a little!
The floor gets out!",0.11764705882352941
