en_text,jp_text,google_translated,score
You can't run away,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}あなたは逃げられない（逃がさない　ハッ！）\N你是逃不掉的（绝不放你走 ha！）",You can't escape  \ N 掉 掉 掉 掉 绝 绝 绝,0.3
Give up here and say goodbye,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}あの子ください　無理やり\N快把他给我吧 强取豪夺",Tachiko-forced \ NKiseko and other 夺,0.09090909090909091
He's mine! I'm not letting anyone have him,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}お餅焼し者共よ　ハッ！\N吃着醋的人们哟 ha！",} 者I'm sorry!\ Ni-in-hand people 's 们 ha!,0.15789473684210525
'tis the instinct of love to want to take who you want by force,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}奪いたいのが愛の本能さ\N占有的欲望才是爱的本能",Love to take awayEfficiency \ N occupied desire,0.16666666666666666
Wait a sec,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}LOVEをクラフト　戦いながらね\N把爱化为手艺 伴随战斗",Love fighting a craft fight\ N Grasting Handslide,0.1
Who might I be?,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}現れし私はだれ？（SAN値！ピンチ！）\N现身于此 我是谁人（SAN值！危机！）",appear and I am? \ N Now 于 我 谁,0.14285714285714285
"But I love you so, so much",大きいね,so big,0.125
Where is that normal? And who are you calling my girlfriend?,く　く　く　私のセックシでコマンドだ,It is a command in my sexushi,0.11764705882352941
It'll be fine.,まあ　たまにはこういうのもいいかも,"Well, it may be good for this",0.18181818181818182
"Come on, Yasaka.",ニャル子はどんな脱ぎで来るのか　楽しみ,Nyaruko looks forward to what to come off,0.09090909090909091
what does that make me?,あのな,That,0.16666666666666666
See you.,ここまで来てなに言ってんですか,Do you say that you come here,0.125
Yuggoth Attacks!,母さんも張り来ちゃうかな,Mother is also tension,0.0
We call organisms that were not originally part of an ecosystem,男の仕事の八割は決断,A part of a man's work is decided,0.11764705882352941
"For example, the red swamp crawfish was brought to Japan in the 1930's...",そこから先はおまけみたいなものですよ,"From there, the destination is something like this",0.09090909090909091
You've been kinda out of it all day.,水着のレンタルまであるのか,Is it up to the rental of swimwear?,0.11764705882352941
No way.,もうちょうど感想はないの,There is no more impression,0.14285714285714285
You have to be nice to people when they're sick.,どれも同じようなもんだろう,Anything will be similar,0.07142857142857142
I got a gold version of a rare species!,少年　私は青少年の容共を鑑みて,Boy I am in view of the ads,0.13333333333333333
What...,子供に感想を求めてどうすんの,What to do with your child,0.14285714285714285
are you doing?,もう尋君の意地悪,Anye of you already,0.14285714285714285
Your fever hasn't gone down.,どう　ご感想は,How is your impression,0.1
What is this?,どこが健全だこら,Where is soundness,0.16666666666666666
I made it at school.,ぜんぜん本気私にも意中なんです,It is also meaningless to me at all,0.16666666666666666
It's a cough drop enriched with The Great Old One's nutrients.,きゅっとのヒップにドキンツキンでしょう,It will be Dokin Tsukin on the hip,0.10526315789473684
Eat this and feel better.,おやおや,Aw,0.0
Take responsibility and get rid of it.,私の渚のハイカラ人形ぶりは,My hikara doll of my,0.09090909090909091
Just answer it already.,わっざとらしいですね,It seems to be,0.125
"Hello? What is it, Boss?",シャンタッ君とっても可愛いよ,It is also cute to be Shan Ta,0.15384615384615385
It's at the North Pole?,いえその　正面の光りでも肌あれてしまうぐらいデリケートなんですよ,"No, even if it is the front of the front, it is a delicate",0.125
That's a rather odd place to land.,じゃ　フルフォスフォームになれよ,Let's become a full foss form,0.14285714285714285
All right. We'll deal with it soon.,綺麗のお肌で痛いので,Because it hurts with beautiful skin,0.15384615384615385
You're planning to go in that condition?,胸とかお尻とか揉めばいいじゃないですか,Do you want to give up your chest or buttocks?,0.17647058823529413
Of course! B-B-Buch Concern!,オイル塗りたくるの口実に,In the event of oil painting,0.1
Just let them take care of it.,せっかくのチャンスなんですよ,It is a great opportunity,0.08333333333333333
Right...,いい加減にしなさいよ,Do not be good,0.0
Thanks...,ニャル子,Nyaru,0.0
I told you to just rest.,どこ触ってるんです,Where are you going,0.1
What's with that creepy laugh?,あ　なんだって,What,0.14285714285714285
Why?,サンオイル,Sun oil,0.0
"I-I'm going now, so just stay put.",ミ~ミョ~,Mi ~ Myo ~,0.0
"Now that I think about it, I probably didn't need to come.",このまま世界の涯まで二人切りで流れていきませんか,Why isn't it flowed by two lifelongs until the world,0.08695652173913043
"You are the one who will bear my child, boy.",もう  眞尋さんったら   乙女っちっくの夢が分からないんですから,"If you're already sorry, you don't know the dream of the maiden",0.13636363636363635
Think you could start saying things that actually make sense?,なに下だらないこと言ってんだよ,I'm saying that I do not go down,0.11764705882352941
We should be there soon.,道に迷っている暇はありませんよ,There is no time to wear the road,0.07692307692307693
Do you have permission from the Planetary Defense Organization to be here?,どうやた私たち  無人島に流れついてしまったみたいです,It seems that we have flowed out to the uninhabited island,0.14285714285714285
Like I care.,でも  私は正直嬉しいんです  だって  眞尋さんと一緒ですから,But I'm honestly happy,0.125
We've had our eyes on the resources of this planet,こうなったら  私たちがこの島のアダムとイブになりましょう,"If this happens, we will be Adam and Eve of this island",0.15
The Mesozoic era?,無人島物語を紡ぎましょう  島篇をやりましょう,Let's spin the uninhabited island story Let's do the island 篇,0.08333333333333333
That was the age of the dinosaurs.,私のせいです  私が世界の涯まで流されたいだなんて言ったから,Because I said that I wanted to be able to flow to the long time of the world,0.16666666666666666
Don't give me that!,いや  さすがに無理があるだろう,It will be impossible to do it,0.09090909090909091
but I shall tell you anyway.,いやだ,I refuse,0.125
extract and purify the Earth's rare elements,流れるプールだけに,Only the flowing pool,0.09090909090909091
and make a fortune by monopolizing the market!,ちっ  ムードと欲情でも押し流せると思ったんですけど,I thought that I could push it with a small mood and lust,0.10526315789473684
and see my darling Amane!,私と二人でアダムとイブに,With me and two people to Adam and Eve,0.07692307692307693
I will not let you interfere!,殴られなくても殴り返しますよ,I will return back even if I can not beat it,0.21428571428571427
I-Impossible!,え  いいの,Yes,0.0
"Here I go, Cthuko.",こいつらはほっとこう,I'm relaxing,0.125
'Kay...,そうだなあ   ハスタ  何がいい,That's right What is Host,0.0
Do not waver! Go!,ニャール子は私のものになるの  訴訟もこわくない,Nyar Children are not fogged,0.1111111111111111
"We won, so you two can stop now.",まあ   いや   あいつらなら,"Well, if you give a guy",0.13333333333333333
Do you not care what happens to this thing?,へ~  ここでバイトしているのか,To ~ here is byte,0.07142857142857142
"I will not harm those who are weak, \Ninsubstantial, ignorant, or incompetent.",駄目だよ   愛するニャール子ちゃんのことをほったらかせにしちゃう,It is useless I will make a love Nyar child,0.09090909090909091
A-Are they seriously trying to destroy the Earth?,え?  なに?,Well?,0.1
I...,私なんて完食しちゃったし,I've finished eating,0.2
I will receive it head-on! Destiny!,さってっと腹ごなしにもう一回泳いで来るかなあ,I wonder if it will come to swim again once,0.21428571428571427
Accidentally saving you was a big mistake!,ご馳走様でした,It was a feast,0.2
"Nyarlko, you...",ありがとう,Thank you,0.2
"Oh, Mahiro.",あ~  おいしかった,"Oh, it was delicious",0.2857142857142857
"I got lonely, so I came.",そうなんだ,I see,0.125
This is no time to rest!,どうしたんの  そんなこと聞いて,What to hear what to do,0.1
Hey! Can you not see this?!,ルーヒーさんは泳ばないの,Ruhie can not swim,0.2
You know...,どこへ行ったんだ  あいつら,Where did you go,0.16666666666666666
I'll make you do the kiri-kiri dance!,じゃ  これ  要らないなあ,I do not require this,0.16666666666666666
That is my Space CQC Enhancer And Other Horrors!,食う腹は何物にも平等,An abdominal belly is equality,0.07142857142857142
"Y-You scared me for a moment,",あいかわらず　少年優しい,A boy is kind,0.1
If only I didn't have this cold...,私のいないところで,Where I am not,0.08333333333333333
F-F-Foundation!,待った！,waited!,0.3333333333333333
That's right.,そうですよね,That's right,0.75
"If Nyarlko doesn't have any immunity to \NEarth viruses, then the Mi-go would also...",お前の分もチャントあるから,Because you have a chance,0.047619047619047616
Nyarlko! Try coughing and sneezing on them!,そして　ありがとうございます,And thank you,0.1
I'll explain later! Just do it!,落ち着けよ　ほら,I'm calm,0.1
Well then...,それじゃ　いただきまー,Well then,0.6666666666666666
V-V-Valkyrie!,あれ,that,0.0
So this is what was being foreshadowed this time.,大変美味しゅうございました,It was very delicious,0.08333333333333333
Listen to Nyarlko's sneezes.,この際白黒ねくろ　はっきりさせましょうか,Let's make it black and white naughty,0.07692307692307693
"Don't be afraid, you fools!",ここで決めなければ　這いよる混沌出す絶えます,"If you don't decide here, it will be crawled",0.35714285714285715
Now there is nothing left in our way.,こんなところで変身しやがて,It is transformed in such places,0.15384615384615385
You can all watch the Earth's final moments from there.,熱い　なんだこれ,It's hot,0.07142857142857142
How would I know?,わたしはあと何回　あんたとあんたの機動砲台にハラパンすればいいですか,How many times should I have a halapan on the maker of the,0.13333333333333333
"Wait for me, my sweet Amane!",教えて　ニャル子,Tell me Nyalko,0.1
Singing? You mean this?,そう　ありがとう,Thank you so much,0.125
That's ridiculous!,あんなたもハサターも脇役なんです,"That's also Hasata, also a support",0.2222222222222222
That song...,あ　そうだ　このなかに　確かフォ―クが,That's true that this is certainly fuck,0.1111111111111111
How many of those are you gonna have in one lifetime?,ここにフォークさいあれば,If you have a fork here,0.11764705882352941
"That's no fair, boy.",だちー,Paddy,0.0
"You're touching Nyarlko's butt all you want,",ほー,Ho,0.0
"I'm sorry, Mahiro.",プールでは稲妻禁止　あら　ごめんなさい,Lightning ban is sorry in the pool,0.08333333333333333
"Well, no, you're not... I think.",天が呼ぶ　地が呼ぶ　尋君が呼ぶ,Antihira calling by the place where the heavenly calls,0.0
"Your fever's gone, and you ate a whole lot this morning.",ここは公共の場所なんだから,Because this is a public place,0.1111111111111111
"Cough, cough. I think I'm coming down with something. Nyarlko, boy, take care of me.",少年のお母さんごめんなさい,I'm sorry a boy's mother,0.15
"You said you didn't catch colds, right?",２６本どもまで耐えられるのかな,26 Do you get up to 18 things?,0.125
I've gone beyond annoyed to just plain impressed.,そうだね,I agree,0.09090909090909091
"Nyarlko, it's the boss.",おー　開けて下さいよ,Please open it,0.1111111111111111
m 582 20 l 1266 20 1266 142 582 142,尋君も一緒に,Akira also together,0.0
"Love crusaders, iron strivers",ちえー,Chie,0.0
We burn with the power of hope,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}注目度が　高まってる　君のこといつも\N不知不觉地 关注你的一切",The degree of attention is increasingAlways \ Ni Norrhow Articles Association,0.125
Now our voices put fear into everyone,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}みんなと一緒　お友達\N仅仅是作为你的一个朋友",everyone and friends togetherN 仅仅 仅仅 一 一 个,0.07692307692307693
We just need to accept it,"{\fad(150,150)\be35}{\t(\fscx115)}{\org(-5000,436)\frz-0.1\t(0,250,\frz0)\t(350,850)}そばにいるのは　普通だし\N习以为常地一直在你身边",It is normal to be\ N \ 一 一 一,0.16666666666666666
"Mahiro, it's finally the day for me to let it all out!",きっと地獄なんだわ,Surely it is hell,0.058823529411764705
"Mahiro, the Deities, and I Fight Too Mu—",時に激しく時に切ない,Sometimes I'm sorry,0.08333333333333333
But that's really what's happening next time!,次回　小さな恋の歌,Next time little love song,0.16666666666666666
That's real—,広い宇宙　青い地球で,Wide space blue earth,0.0
