en_text,jp_text,google_translated,score
"Come on, that means I have \Nover three seconds of leeway.",《覚えてるわよ 当然でしょ》,"""I remember, it is natural.""",0.15789473684210525
Move faster!,うッ！ オイオイ,Um!Ooi,0.2
"Hey, Naoto, is that woman really human?","てめえのナニは
曲がってやがんのか？","Nani of
Is it bent or cancer?",0.13333333333333333
"More amazing than amazing, \NMother is a genius!","お返しだ 俺様の尖ったイチモツ
食らいな！","I'm back I'm a sharp Ichimo
Eat!",0.13333333333333333
For... now.,ハハハ…➡,Hahaha ... ➡,0.16666666666666666
My perception is going further and further.,"やり遂げたあとの一服は
格別だぜ～","One after doing it
It is exceptional ~",0.07692307692307693
That's an SK30 self-propelled artillery unit!,"信じられない
本当に やってのけたの？","That's incredible
Are she doing really done?",0.13333333333333333
I thought I had connected \Neverything perfectly!,分かってるわよ！,I understand!,0.25
Who's the little shit who pointed \Nthat gun at me? Huh?,それも 最高に最悪なご機嫌でな,That's the greatest mood,0.13333333333333333
Halter...,作業時間は… 30秒,Work time ... 30 seconds,0.16666666666666666
Halter!,マリー！,Marie!,0.3333333333333333
What are you doing?,"いいな？
ええ","Is it all right?
Yes",0.1
You're in charge right now?,<これで 26秒>,<Now 26 seconds>,0.09090909090909091
Destroy all of the remaining 378 enemy units,<意識の覚醒 4.1秒>,<Awakening of consciousness 4.1 seconds>,0.07142857142857142
What? That's so easy.,<何よ ３秒近くも余るじゃない>,<What more than 3 seconds may not be more than 3 seconds.,0.13333333333333333
"Whoa, that's wild.",ああ… あれが天才だよ,Oh ... That's a genius,0.2
"This body is a bit heavy, \Nbut otherwise it's great.","あれは ただの
人の限界にすぎません","That's just
It is only a person's limit",0.2222222222222222
"I just woke up, and I'm simply \Nin the worst mood imaginable.","アンクル
勘違いなさらぬよう","Ankle
I'm misunderstood",0.125
And at the front of the group headed for the \Nentrance is the boy who attacked Akihabara!,<感覚が どんどん広がっていく…>,<The sense of feeling spreads more and more ...>,0.13636363636363635
"I went out of my way to set \Nup the party in Akihabara,","<音速を超える砲弾は
ナオトの耳でも聞こえない>","<A shell exceeding the speed speed
I can not hear the ear of Naoto>",0.12
Those bastards from Shiga\Nare connected to this brat!,<完璧に接続できたはずなのに！>,<I should have connected it perfectly!>,0.125
Listen up!,起きなさいよ！ ハルター！,Get up!Harter!,0.4
the entire multiple grid that \Ncomprises Tokyo into the abyss!,"<まずい！
あの砲撃は音速を超える>","<Right!
That bombardment exceeds the speed of sound>",0.16666666666666666
What?!,"うッ！
はッ!?","Um!
Has!?",0.4
"which is the facility that \Ngoverns the city of Tokyo,",ああ？ どういう状況だ？,Ah?What is the situation?,0.14285714285714285
I ask you to swiftly \Nevacuate the capital area.,"いや 感覚器官を切られると
どうも眠くなってな～","No, if you get off the sensory organs
I'm getting sleepy",0.15
No need for me to stay here.,俺をｵｰﾄﾏﾀに つないだのかよ,Do you connect me to autopa,0.16666666666666666
Do they think themselves \Nsaviors or something?,寝て…？,sleep…?,0.1111111111111111
"Sorry for the wait, Meister Marie.",それじゃ 早速 頼むぜ,Well then ask for,0.09090909090909091
Huh?,いいぜ オーダーは？,What is the order?,0.16666666666666666
Six hours and 45 minutes from now.,38秒もいらねえな,38 seconds no need,0.0
This joy is what I live for.,"この体 少々重いが
いい具合だぜ","This body is slightly heavy
Good condition",0.15384615384615385
It is the definition of unrivaled luxury.,誰が調整したと思ってるのよ！,Who is thinking of adjustment!,0.16666666666666666
"Father, I want permission.",≪(リポーター)信じられません➡,« I can not believe,0.1
"Father, you're so warm.","お前ら 運が悪かったな
こちとら寝起きで","You guys were bad
In the wake up here",0.06666666666666667
"If I hadn't been goofing off with you, \NI would have graduated in a week.","[ﾃﾚﾋﾞ]せっかく 我が輩が
秋葉原でﾊﾟｰﾃｨｰを開いたのに","[TV] I am a great deal
I opened a party in Akihabara",0.1111111111111111
"Could you tell me now, then?","[ﾃﾚﾋﾞ]ﾚﾃﾞｨｰｽ ｱﾝﾄﾞ ｼﾞｪﾝﾄﾙﾒﾝ！
ﾐｰの声を覚えてるかい？","[TV] Women and Gentlumen!
Do you remember Me's voice?",0.15789473684210525
How much do you know about the giant \Nweapon that appeared in Akihabara?,"あの小僧とも
つながっていたのか！","Also with that
Did you connect?",0.16666666666666666
"According to the information I got, \Nthe old army of Shiga is behind it,","[ﾃﾚﾋﾞ]崩落させることを誓いま～す！
イエ～イ！","[TV] I swear to fall!
Ye!",0.09090909090909091
and they are attempting a coup d'état.,[ﾃﾚﾋﾞ]宣誓！ 我々は10時間以内に,[TV] oath!We are within 10 hours,0.058823529411764705
So it's true?,(防衛大臣)滋賀の連中め！,Shiga's series!,0.125
"But if we can get rid of that giant \Nweapon and demagnetize the city,",[ﾃﾚﾋﾞ]東京の都市制御機構であり,[TV] Tokyo City Control Mechanism,0.047619047619047616
And the only thing that can do \Nthat is this Pillar of Heaven.,[ﾃﾚﾋﾞ]国民の皆様 どうか冷静に,[TV] People of the people calmly,0.10526315789473684
"Don't worry! As long as you're \Nhere, I'm invincible!",<早く マリー先生に伝えないと>,<If you do not convey to Mary Sensei quickly>,0.09090909090909091
Father!,"全ての動力を
主砲充填にまわせ！","All power
Mark the main gun filling!",0.1111111111111111
"Oh, no! I'm dying.",<(唐沢)もう ここに用はない>,< There is no use here>,0.07142857142857142
"As you can see, he's the \Nbiggest idiot imaginable.",<救世主でも きどるつもりか>,<Are you going to be worthy of the savior>,0.09523809523809523
But he's an idiot who gets \Nthings done when they're needed.,"<これでこの八束脛は
彼らの手駒となったわけだ>","<Now this eight bundle shin is
That's why they became a handset>",0.07407407407407407
Isn't it ridiculous?,"(ｺﾝﾗｯﾄﾞ)お待たせしました ﾏﾘｰ先生
１つ悪い知らせが➡","Thank you for waiting
One bad news is ➡",0.07692307692307693
Ow!,何ですって!?,What's that!?,0.16666666666666666
If you do anything to Father...,おとうさん 許可 ほしい,I want you to permit,0.2
I am sorry.,おとうさん あったか～い,I had a dad,0.14285714285714285
"Pain, pain, go away!",(一同)はい！,Yes!,0.16666666666666666
He's a strange person.,≪(蓬子)久しぶりですね マリー,« It's been a long time Mary,0.16666666666666666
I'm going back to work.,"皆さん 至急
作業に入ってください","Everyone immediately
Please enter your work",0.08333333333333333
"Marie, why doesn't he work with you?",少し よろしいですか？,Are you a little good?,0.14285714285714285
AnchoR?,あなたの葬儀以来かしら？,Is it since your funeral?,0.14285714285714285
I asked you to stop calling me that.,"蓬子と遊んでなければ
１週間で卒業したわ","If you are not playing with Yako
I graduated in a week",0.10526315789473684
What's up? Where are Naoto and RyuZU?,"何？ 知り合いなの？
そうよ","what?Is it acquaintance?
that's right",0.21428571428571427
"Something important, huh?",大事な友達の作品,Important friends work,0.14285714285714285
"Oh, well.","まあ それじゃ 私が
邪魔してたみたいじゃない","Well then I
It looks like I'm disturbing",0.09090909090909091
"AnchoR, if you're free, could you help me?",どれくらい知ってる？,How much do you know?,0.14285714285714285
That is not true at all.,修理は可能だわ だから…,It is possible to repair it ...,0.08333333333333333
"What's more, the more pertinent issue \Nis that your ego is so out of control","釜は秋葉原 温度はざっと2000度
あッ…","The kettle is the Akihabara temperature roughly 2000 degrees
...",0.08695652173913043
that you thought I would be \Nlooking at you all the time.,"全て あいつが
考えついたことよ","All of them
I think about thinking",0.11764705882352941
I have caused these irreversible wounds,大丈夫 アンクルちゃんがいる以上,OK A more than I have ankle-chan,0.18181818181818182
to the hands that hold \Nthe destiny of this planet.,この天御柱だけ,Only this tempo column,0.07142857142857142
"Master Naoto, I am so sorry.",ヤバい 死ぬ…,I'm sorry ...,0.2
"As long as you're safe, it's fine.","見てのとおり
超ド級のバカよ","As you see
Superde-grade stupid",0.15384615384615385
"All right, close your eyes.","おとうさん！
あ～ やっぱり死ぬ～","Dad!
Oh, I will die after all ~",0.13333333333333333
This is a punishment?,極めて深刻な害悪です,It is extremely serious harm,0.1111111111111111
"Yes, a punishment.",≪(蓬子)ええ ですが➡,"« Yeah, but",0.125
I made this ring.,私も そう思うわ,I also think so,0.125
"You might not like it,","他ならぬ
あなたがそれを信じている","Otherwise
You believe in it",0.2222222222222222
I'm afraid to inform you that this gesture,"おとうさんに 何かしたら…
はあ…","If you do something to dad ...
...",0.14285714285714285
"It's only for handsome guys, if you will.","自殺願望が
おありでしたら","Suicide desire
If you",0.15384615384615385
"Yes, I'm sor—",お約束します,I promise,0.16666666666666666
This one time only. Never again.,ちょっと リューズさん！,A little crown!,0.0
"In sickness and in health,","痛いの 痛いの 飛んでけ～！
飛んでく飛んでく～！","Flying painful pain!
Fly flying!",0.0
"Marie and the others work relentlessly,","合わせる顔が…
ないのです","The face to match ...
Not",0.08333333333333333
but Gennai's deep-rooted delusions crush \Neverything into a pit of despair.,惑星の命運を握る御手に…,A master who holds the life of the planet ...,0.1
"It seriously disgusts me, \Nbut you're a genius, aren't you?!","男の勲章って
思ってくれないかな？","A man's medal
Could you think of me?",0.2
