en_text,jp_text,google_translated,score
"Oh, yeah, no kidding.",（メカ沢）あ〜ん？,"Oh,?",0.2857142857142857
"Yeah, if Mechazawa was riding on a motorcycle
or something and speeding,","（ワルＤ）
メカ沢 ちょっといいか？",Mechazawa a little better?,0.125
He's riding it!,（２人）なわけねえだろ！,It's not good!,0.42857142857142855
"I was thinking about saying this earlier,",例えばさ,"For example,",0.1
"Well, that's not the point, is it?","（メカ沢）
それは おめえらの頼み事なら
なんだって聞いてやりたいぜ","If it is an order of her
I want to hear that",0.15789473684210525
"Dead End
If something like this happens in a TV show,
it gets fixed before you know it,","（ワルＢ）なんとなく
お前は機械に強そうな気がしてさ","Somehow
You feel like you are strong in the machine",0.125
"Dead End
But I wonder if we can do it?",（ワルＢ）なるほど…,I see ...,0.07692307692307693
Is that how it works?,"女たちは 男より
見事に使いこなしてるだろ？","Women are more than men
Are you smuggling?",0.07692307692307693
"Mechazawa is an important
acquaintance to us, right?","やっぱ そこに心が通じ合わなきゃ
すげえ むなしいと思うんだよ","After all, the heart is connected there
I think she is unusual",0.1
Wait up!,（２人）ツッコめ！,Tsukko!,0.25
"If you don't stop it now, I'll call for help!",今すぐ助けるぞ 神山！,Help Now Kamiyama!,0.2
"This area is our turf, so everyone's
too scared to defy us.","（バース高生Ａ）
この野郎 調子に乗りやがって",Get riding this bastard,0.058823529411764705
What a lively woman.,（バース高生Ａ）我慢強(つえ)え野郎だぜ,I'm sorry I'm a bastard,0.1111111111111111
Who's that?!,その程度じゃ 俺はくたばらねえ,That's right I'm too busy,0.2
"Who the hell are you,
riding a weird motorcycle?!","メカ沢に疑問を抱いてるのは
俺たちだけなんじゃねえのか？","I have a question in Mechazawa
What are you only?",0.21052631578947367
"Who do you think we are, moron?!","メカ沢が普通の不良高校生だと
思ってるんじゃねえか？","If Memazawa is a normal high school student
Do you think?",0.2222222222222222
I'm firing the second one.,"っていうか
普通の人間にすら見えないよ","Be
I can not see even a normal human",0.06666666666666667
This guy's snapped!,"（バース高生Ｂ）今までの恨み
晴らさせてもらうぜ メカ沢よお！","So far
Let's let it be clear Mechazawa!",0.16666666666666666
He does crazy stuff!,"（バース高生Ｃ）
オラッ！　フンッ！",Olad!Fun!,0.14285714285714285
Oh? Looks like the police have finally arrived.,だろう？,right?,0.09090909090909091
I wonder why I was arrested?,"（メカ沢）ええっ？
ひょっとして お前はヨッチャン！","yeah?
Maybe you are Yogan!",0.08333333333333333
Next Episode,次回は３回目,Next time the third time,0.2
"Next Episode
Sakigake!! Cromartie High School.","「魁!!　クロマティ高校」の
アニメも","""!! Chromati High School""
Anime",0.25
"Next Episode
I think it's okay to say it's
a social phenomenon by now.","ずいぶん つづいているような
気がします","It seems that there is a lot of
I feel",0.13043478260869565
"Next Episode
Just say so!",（林田）つづくぞ〜！,Ichizu ~!,0.125
