en_text,jp_text,google_translated,score
What the hell...,がっ がっ…,...,0.25
"Soon, Brado returned to his domain after
receiving counterattacks from humans.",グワーッ！,Gwa!,0.0
and has been sleeping until now.,おキヌちゃん！,Okinu-chan!,0.0
"However, he sent the monster to
attack us, and that means...","のぞきに来ないなんてこと
物理的に あり得ないのよ","What doesn't come to the persimmon
I can not physically",0.09090909090909091
The barrier is weakening?,はっ 物理的にあり得ない？,Is it not possible to be physically?,0.18181818181818182
"Something might have
happened to Master!","私には
まだ奥の手があるんだ","To me
I still have my back hand",0.15384615384615385
Meiko!,かーっ！ しまった！,Come!Oops!,0.25
You heard us. We're going to take this boat.,勝ったつもりか 美神令子,I'm going to win,0.14285714285714285
So this is Brado Island?,はあ？,Is it?,0.2857142857142857
"In this environment,",これは私の体ではなかった,This was not my body,0.125
"You mean, not even one villager? No one?!","しまった あの秘法は
まだ完全ではなかったのか","The secret leg
Is it not completely complete?",0.11764705882352941
Master! Everyone! It's me! I'm back!,げえーっ！,I'm sorry!,0.3
Master!,だあーっ！,Oh!,0.3333333333333333
Everyone!,ヤッ ヤダーっ！,Yadda!,0.3333333333333333
"but this leaves us no choice
but to fight on our own.","一体 どっちが
どっちなんですか？","Either
Which one?",0.0
This is like a camp.,"相手がロボットじゃ
神通棍も お札も効かないわ","The other party is a robot
She also does not work",0.13333333333333333
I'll feed you!,たあーっ！,Oh!,0.16666666666666666
"If you don't eat, you won't be able to fight.","でも 一体どうしたら
それが分かるかしら","But what if it is
Do you understand it",0.17647058823529413
Emi...,うああ…,Oh ...,0.3333333333333333
"Yokoshima! You go play with
Reiko or something!",もっ もろ見えー！,See you soon!,0.18181818181818182
Right there! Right there!,たあっ！,!,0.3333333333333333
"I think it's better to deal with them here
rather than making random moves.",やったわ,I did it,0.11764705882352941
<i>I'm done!</i>,"冥子！
来ちゃダメ！","Ichiko!
I'm sorry!",0.3333333333333333
Wh-What?,ええ～？,Yeah ~?,0.25
Reiko wins again!,いやあーっ！,No!,0.2
I'll go check on the village.,"私はドクター･カオスに
作られた","I am Doctor Chaos
made",0.08333333333333333
Pete!,うわっ あーっ！,Wow!,0.3333333333333333
Hi.,まっ 今度の騒ぎは,This time no noise,0.0
Pete...?,美神さんのヌードの方が…,Meishi's nude ...,0.16666666666666666
I was so close to beating her!,調子に乗るんじゃないの！,I'm not going to get in touch!,0.21428571428571427
"Did you say a young woman? Oh, yeah!","ええいっ！
おい！ 聞こえんのか！","Yeah!
Oi!Do you hear it!",0.2
I'm on my way to take care of business,また１人増えたのだった,I also increased one person,0.07142857142857142
The more dangerous it is,"あなたって
どうして そうマヌケなの？","You
Why is it funny?",0.2222222222222222
Don't run away because I know you will win,急がないと 極楽行きよ！,"If you are not sudden, you will go to Allow!",0.10526315789473684
